"temp","species","parameter","percent_change_R0"
26.1,"Ae. aegypti","lf",16.8890936442112
26.2,"Ae. aegypti","lf",16.8814521911544
26.3,"Ae. aegypti","lf",16.8741199887455
26.4,"Ae. aegypti","lf",16.8670935008537
26.5,"Ae. aegypti","lf",16.8603694490383
26.6,"Ae. aegypti","lf",16.8539448094923
26.7,"Ae. aegypti","lf",16.8478168104656
26.8,"Ae. aegypti","lf",16.8419829301677
26.9,"Ae. aegypti","lf",16.8364408951494
27,"Ae. aegypti","lf",16.8311886791659
27.1,"Ae. aegypti","lf",16.8262245025249
27.2,"Ae. aegypti","lf",16.8215468319264
27.3,"Ae. aegypti","lf",16.8171543807995
27.4,"Ae. aegypti","lf",16.8130461101491
27.5,"Ae. aegypti","lf",16.8092212299199
27.6,"Ae. aegypti","lf",16.8056792008956
27.7,"Ae. aegypti","lf",16.8024197371465
27.8,"Ae. aegypti","lf",16.7994428090442
27.9,"Ae. aegypti","lf",16.7967486468665
28,"Ae. aegypti","lf",16.7943377450132
28.1,"Ae. aegypti","lf",16.7922108668619
28.2,"Ae. aegypti","lf",16.7903690502932
28.3,"Ae. aegypti","lf",16.7888136139164
28.4,"Ae. aegypti","lf",16.787546164037
28.5,"Ae. aegypti","lf",16.7865686024029
28.6,"Ae. aegypti","lf",16.7858831347765
28.7,"Ae. aegypti","lf",16.785492280384
28.8,"Ae. aegypti","lf",16.7853988822948
28.9,"Ae. aegypti","lf",16.7856061187934
29,"Ae. aegypti","lf",16.7861175158128
29.1,"Ae. aegypti","lf",16.7869369604999
29.2,"Ae. aegypti","lf",16.7880687159984
29.3,"Ae. aegypti","lf",16.7895174375371
29.4,"Ae. aegypti","lf",16.7912881899243
29.5,"Ae. aegypti","lf",16.7933864665571
29.6,"Ae. aegypti","lf",16.7958182100671
29.7,"Ae. aegypti","lf",16.7985898347359
29.8,"Ae. aegypti","lf",16.8017082508278
29.9,"Ae. aegypti","lf",16.805180891003
30,"Ae. aegypti","lf",16.8090157389916
30.1,"Ae. aegypti","lf",16.8132213607287
30.2,"Ae. aegypti","lf",16.8178069381715
30.3,"Ae. aegypti","lf",16.8227823060442
30.4,"Ae. aegypti","lf",16.8281579917859
30.5,"Ae. aegypti","lf",16.8339452590017
30.6,"Ae. aegypti","lf",16.8401561547601
30.7,"Ae. aegypti","lf",16.8468035611094
30.8,"Ae. aegypti","lf",16.8539012512385
30.9,"Ae. aegypti","lf",16.8614639507519
31,"Ae. aegypti","lf",16.8695074045863
31.1,"Ae. aegypti","lf",16.878048450163
31.2,"Ae. aegypti","lf",16.8871050974392
31.3,"Ae. aegypti","lf",16.8966966166091
31.4,"Ae. aegypti","lf",16.9068436342976
31.5,"Ae. aegypti","lf",16.9175682392008
31.6,"Ae. aegypti","lf",16.9288940982508
31.7,"Ae. aegypti","lf",16.9408465845283
31.8,"Ae. aegypti","lf",16.9534529183113
31.9,"Ae. aegypti","lf",16.966742322839
32,"Ae. aegypti","lf",16.9807461965939
32.1,"Ae. aegypti","lf",16.9954983041614
32.2,"Ae. aegypti","lf",17.0110349880258
32.3,"Ae. aegypti","lf",17.0273954040111
32.4,"Ae. aegypti","lf",17.044621783485
32.5,"Ae. aegypti","lf",17.0627597259222
32.6,"Ae. aegypti","lf",17.0818585259888
32.7,"Ae. aegypti","lf",17.101971539975
32.8,"Ae. aegypti","lf",17.1231565971898
32.9,"Ae. aegypti","lf",17.1454764628692
33,"Ae. aegypti","lf",17.1689993602611
33.1,"Ae. aegypti","lf",17.1937995608857
33.2,"Ae. aegypti","lf",17.2199580535654
33.3,"Ae. aegypti","lf",17.2475633047466
33.4,"Ae. aegypti","lf",17.2767121249624
33.5,"Ae. aegypti","lf",17.3075106591127
33.6,"Ae. aegypti","lf",17.3400755216847
33.7,"Ae. aegypti","lf",17.3745351022591
33.8,"Ae. aegypti","lf",17.4110310718418
33.9,"Ae. aegypti","lf",17.4497201269883
34,"Ae. aegypti","lf",17.4907760166706
34.1,"Ae. aegypti","lf",17.5343919068226
34.2,"Ae. aegypti","lf",17.5807831500437
34.3,"Ae. aegypti","lf",17.6301905438037
34.4,"Ae. aegypti","lf",17.682884180684
34.5,"Ae. aegypti","lf",17.7391680200442
34.6,"Ae. aegypti","lf",17.7993853438672
17.1,"Ae. aegypti","PDR",4.90207936069602
17.2,"Ae. aegypti","PDR",4.76743043421353
17.3,"Ae. aegypti","PDR",4.6387127117029
17.4,"Ae. aegypti","PDR",4.51558734193987
17.5,"Ae. aegypti","PDR",4.39773945912702
17.6,"Ae. aegypti","PDR",4.28487616775116
17.7,"Ae. aegypti","PDR",4.17672472322236
17.8,"Ae. aegypti","PDR",4.07303088674737
17.9,"Ae. aegypti","PDR",3.9735574355364
18,"Ae. aegypti","PDR",3.87808281172668
18.1,"Ae. aegypti","PDR",3.78639989539086
18.2,"Ae. aegypti","PDR",3.69831488871801
18.3,"Ae. aegypti","PDR",3.61364629995553
18.4,"Ae. aegypti","PDR",3.53222401700558
18.5,"Ae. aegypti","PDR",3.45388846171325
18.6,"Ae. aegypti","PDR",3.37848981688244
18.7,"Ae. aegypti","PDR",3.30588731893359
18.8,"Ae. aegypti","PDR",3.23594860988637
18.9,"Ae. aegypti","PDR",3.1685491430309
19,"Ae. aegypti","PDR",3.10357163724658
19.1,"Ae. aegypti","PDR",3.0409055754577
19.2,"Ae. aegypti","PDR",2.98044674318091
19.3,"Ae. aegypti","PDR",2.92209680353404
19.4,"Ae. aegypti","PDR",2.86576290544203
19.5,"Ae. aegypti","PDR",2.81135732210327
19.6,"Ae. aegypti","PDR",2.75879711706849
19.7,"Ae. aegypti","PDR",2.70800383554367
19.8,"Ae. aegypti","PDR",2.65890321875977
19.9,"Ae. aegypti","PDR",2.61142493945651
20,"Ae. aegypti","PDR",2.56550235671421
20.1,"Ae. aegypti","PDR",2.52107228853073
20.2,"Ae. aegypti","PDR",2.47807480069065
20.3,"Ae. aegypti","PDR",2.43645301060533
20.4,"Ae. aegypti","PDR",2.39615290492336
20.5,"Ae. aegypti","PDR",2.3571231698178
20.6,"Ae. aegypti","PDR",2.3193150329542
20.7,"Ae. aegypti","PDR",2.28268211623041
20.8,"Ae. aegypti","PDR",2.24718029845905
20.9,"Ae. aegypti","PDR",2.21276758723399
21,"Ae. aegypti","PDR",2.17940399928777
21.1,"Ae. aegypti","PDR",2.14705144870508
21.2,"Ae. aegypti","PDR",2.11567364241042
21.3,"Ae. aegypti","PDR",2.08523598239685
21.4,"Ae. aegypti","PDR",2.05570547420619
21.5,"Ae. aegypti","PDR",2.02705064121079
21.6,"Ae. aegypti","PDR",1.99924144428372
21.7,"Ae. aegypti","PDR",1.97224920647686
21.8,"Ae. aegypti","PDR",1.94604654235704
21.9,"Ae. aegypti","PDR",1.92060729167721
22,"Ae. aegypti","PDR",1.89590645708556
22.1,"Ae. aegypti","PDR",1.87192014559798
22.2,"Ae. aegypti","PDR",1.84862551358034
22.3,"Ae. aegypti","PDR",1.82600071500678
22.4,"Ae. aegypti","PDR",1.80402485277717
22.5,"Ae. aegypti","PDR",1.78267793289393
22.6,"Ae. aegypti","PDR",1.76194082131237
22.7,"Ae. aegypti","PDR",1.74179520329342
22.8,"Ae. aegypti","PDR",1.72222354509931
22.9,"Ae. aegypti","PDR",1.70320905788459
23,"Ae. aegypti","PDR",1.68473566364637
23.1,"Ae. aegypti","PDR",1.66678796310561
23.2,"Ae. aegypti","PDR",1.64935120540269
23.3,"Ae. aegypti","PDR",1.63241125949688
23.4,"Ae. aegypti","PDR",1.61595458716847
23.5,"Ae. aegypti","PDR",1.59996821752827
23.6,"Ae. aegypti","PDR",1.58443972294721
23.7,"Ae. aegypti","PDR",1.56935719632341
23.8,"Ae. aegypti","PDR",1.55470922961103
23.9,"Ae. aegypti","PDR",1.54048489353973
24,"Ae. aegypti","PDR",1.52667371845883
24.1,"Ae. aegypti","PDR",1.51326567624459
24.2,"Ae. aegypti","PDR",1.5002511632136
24.3,"Ae. aegypti","PDR",1.48762098398885
24.4,"Ae. aegypti","PDR",1.47536633626891
24.5,"Ae. aegypti","PDR",1.46347879645447
24.6,"Ae. aegypti","PDR",1.45195030608873
24.7,"Ae. aegypti","PDR",1.44077315907241
24.8,"Ae. aegypti","PDR",1.42993998961584
24.9,"Ae. aegypti","PDR",1.4194437608943
25,"Ae. aegypti","PDR",1.40927775437394
25.1,"Ae. aegypti","PDR",1.39943555977988
25.2,"Ae. aegypti","PDR",1.38991106567806
25.3,"Ae. aegypti","PDR",1.38069845064662
25.4,"Ae. aegypti","PDR",1.37179217501323
25.5,"Ae. aegypti","PDR",1.36318697313688
25.6,"Ae. aegypti","PDR",1.35487784621546
25.7,"Ae. aegypti","PDR",1.34686005560072
25.8,"Ae. aegypti","PDR",1.33912911660507
25.9,"Ae. aegypti","PDR",1.33168079278564
26,"Ae. aegypti","PDR",1.32451109069293
26.1,"Ae. aegypti","PDR",1.31761625507283
26.2,"Ae. aegypti","PDR",1.31099276451176
26.3,"Ae. aegypti","PDR",1.30463732751753
26.4,"Ae. aegypti","PDR",1.29854687902788
26.5,"Ae. aegypti","PDR",1.29271857734232
26.6,"Ae. aegypti","PDR",1.28714980147278
26.7,"Ae. aegypti","PDR",1.28183814891014
26.8,"Ae. aegypti","PDR",1.27678143380637
26.9,"Ae. aegypti","PDR",1.27197768557162
27,"Ae. aegypti","PDR",1.26742514788892
27.1,"Ae. aegypti","PDR",1.26312227814931
27.2,"Ae. aegypti","PDR",1.25906774731245
27.3,"Ae. aegypti","PDR",1.25526044019928
27.4,"Ae. aegypti","PDR",1.25169945622498
27.5,"Ae. aegypti","PDR",1.24838411058236
27.6,"Ae. aegypti","PDR",1.24531393588724
27.7,"Ae. aegypti","PDR",1.24248868430013
27.8,"Ae. aegypti","PDR",1.23990833013977
27.9,"Ae. aegypti","PDR",1.23757307300719
28,"Ae. aegypti","PDR",1.23548334144039
28.1,"Ae. aegypti","PDR",1.23363979712308
28.2,"Ae. aegypti","PDR",1.23204333967346
28.3,"Ae. aegypti","PDR",1.23069511204145
28.4,"Ae. aegypti","PDR",1.22959650654715
28.5,"Ae. aegypti","PDR",1.22874917159545
28.6,"Ae. aegypti","PDR",1.22815501910651
28.7,"Ae. aegypti","PDR",1.22781623270552
28.8,"Ae. aegypti","PDR",1.22773527672002
28.9,"Ae. aegypti","PDR",1.22791490603694
29,"Ae. aegypti","PDR",1.22835817687899
29.1,"Ae. aegypti","PDR",1.22906845856363
29.2,"Ae. aegypti","PDR",1.23004944631632
29.3,"Ae. aegypti","PDR",1.23130517521576
29.4,"Ae. aegypti","PDR",1.23284003535757
29.5,"Ae. aegypti","PDR",1.23465878833145
29.6,"Ae. aegypti","PDR",1.2367665851164
29.7,"Ae. aegypti","PDR",1.23916898551016
29.8,"Ae. aegypti","PDR",1.24187197922046
29.9,"Ae. aegypti","PDR",1.24488200875948
30,"Ae. aegypti","PDR",1.24820599429822
30.1,"Ae. aegypti","PDR",1.25185136065355
30.2,"Ae. aegypti","PDR",1.25582606660059
30.3,"Ae. aegypti","PDR",1.26013863672276
30.4,"Ae. aegypti","PDR",1.26479819603749
30.5,"Ae. aegypti","PDR",1.26981450765962
30.6,"Ae. aegypti","PDR",1.27519801379722
30.7,"Ae. aegypti","PDR",1.28095988040587
30.8,"Ae. aegypti","PDR",1.28711204586784
30.9,"Ae. aegypti","PDR",1.29366727410392
31,"Ae. aegypti","PDR",1.30063921257618
31.1,"Ae. aegypti","PDR",1.30804245569472
31.2,"Ae. aegypti","PDR",1.31589261420548
31.3,"Ae. aegypti","PDR",1.32420639120776
31.4,"Ae. aegypti","PDR",1.3330016655336
31.5,"Ae. aegypti","PDR",1.3422975833151
31.6,"Ae. aegypti","PDR",1.35211465867437
31.7,"Ae. aegypti","PDR",1.36247488459629
31.8,"Ae. aegypti","PDR",1.37340185518692
31.9,"Ae. aegypti","PDR",1.38492090068734
32,"Ae. aegypti","PDR",1.39705923680535
32.1,"Ae. aegypti","PDR",1.40984613014909
32.2,"Ae. aegypti","PDR",1.42331308180877
32.3,"Ae. aegypti","PDR",1.43749403143287
32.4,"Ae. aegypti","PDR",1.45242558450245
32.5,"Ae. aegypti","PDR",1.46814726592037
32.6,"Ae. aegypti","PDR",1.48470180352309
32.7,"Ae. aegypti","PDR",1.50213544569837
32.8,"Ae. aegypti","PDR",1.52049831797597
32.9,"Ae. aegypti","PDR",1.53984482426892
33,"Ae. aegypti","PDR",1.56023409940878
33.1,"Ae. aegypti","PDR",1.58173052077365
33.2,"Ae. aegypti","PDR",1.60440428819289
33.3,"Ae. aegypti","PDR",1.62833208298199
33.4,"Ae. aegypti","PDR",1.65359781897871
33.5,"Ae. aegypti","PDR",1.68029350090225
33.6,"Ae. aegypti","PDR",1.7085202083444
33.7,"Ae. aegypti","PDR",1.73838922736146
33.8,"Ae. aegypti","PDR",1.77002335613909
33.9,"Ae. aegypti","PDR",1.8035584167713
34,"Ae. aegypti","PDR",1.83914501211697
34.1,"Ae. aegypti","PDR",1.87695057535026
34.2,"Ae. aegypti","PDR",1.91716177069558
34.3,"Ae. aegypti","PDR",1.95998731758859
34.4,"Ae. aegypti","PDR",2.00566132800377
34.5,"Ae. aegypti","PDR",2.05444726910286
34.6,"Ae. aegypti","PDR",2.10664269227535
17.1,"Ae. aegypti","EFD",4.88088481701517
17.2,"Ae. aegypti","EFD",4.88088481701516
17.3,"Ae. aegypti","EFD",4.88088481701516
17.4,"Ae. aegypti","EFD",4.88088481701516
17.5,"Ae. aegypti","EFD",4.88088481701516
17.6,"Ae. aegypti","EFD",4.88088481701517
17.7,"Ae. aegypti","EFD",4.88088481701517
17.8,"Ae. aegypti","EFD",4.88088481701514
17.9,"Ae. aegypti","EFD",4.88088481701516
18,"Ae. aegypti","EFD",4.88088481701516
18.1,"Ae. aegypti","EFD",4.88088481701515
18.2,"Ae. aegypti","EFD",4.88088481701516
18.3,"Ae. aegypti","EFD",4.88088481701515
18.4,"Ae. aegypti","EFD",4.88088481701515
18.5,"Ae. aegypti","EFD",4.88088481701516
18.6,"Ae. aegypti","EFD",4.88088481701514
18.7,"Ae. aegypti","EFD",4.88088481701516
18.8,"Ae. aegypti","EFD",4.88088481701515
18.9,"Ae. aegypti","EFD",4.88088481701515
19,"Ae. aegypti","EFD",4.88088481701515
19.1,"Ae. aegypti","EFD",4.88088481701515
19.2,"Ae. aegypti","EFD",4.88088481701515
19.3,"Ae. aegypti","EFD",4.88088481701516
19.4,"Ae. aegypti","EFD",4.88088481701516
19.5,"Ae. aegypti","EFD",4.88088481701516
19.6,"Ae. aegypti","EFD",4.88088481701517
19.7,"Ae. aegypti","EFD",4.88088481701515
19.8,"Ae. aegypti","EFD",4.88088481701516
19.9,"Ae. aegypti","EFD",4.88088481701516
20,"Ae. aegypti","EFD",4.88088481701516
20.1,"Ae. aegypti","EFD",4.88088481701516
20.2,"Ae. aegypti","EFD",4.88088481701516
20.3,"Ae. aegypti","EFD",4.88088481701515
20.4,"Ae. aegypti","EFD",4.88088481701515
20.5,"Ae. aegypti","EFD",4.88088481701514
20.6,"Ae. aegypti","EFD",4.88088481701518
20.7,"Ae. aegypti","EFD",4.88088481701515
20.8,"Ae. aegypti","EFD",4.88088481701518
20.9,"Ae. aegypti","EFD",4.88088481701518
21,"Ae. aegypti","EFD",4.88088481701517
21.1,"Ae. aegypti","EFD",4.88088481701517
21.2,"Ae. aegypti","EFD",4.88088481701516
21.3,"Ae. aegypti","EFD",4.88088481701517
21.4,"Ae. aegypti","EFD",4.88088481701516
21.5,"Ae. aegypti","EFD",4.88088481701518
21.6,"Ae. aegypti","EFD",4.88088481701514
21.7,"Ae. aegypti","EFD",4.88088481701513
21.8,"Ae. aegypti","EFD",4.88088481701515
21.9,"Ae. aegypti","EFD",4.88088481701515
22,"Ae. aegypti","EFD",4.88088481701515
22.1,"Ae. aegypti","EFD",4.88088481701517
22.2,"Ae. aegypti","EFD",4.88088481701515
22.3,"Ae. aegypti","EFD",4.88088481701517
22.4,"Ae. aegypti","EFD",4.88088481701515
22.5,"Ae. aegypti","EFD",4.88088481701516
22.6,"Ae. aegypti","EFD",4.88088481701516
22.7,"Ae. aegypti","EFD",4.88088481701517
22.8,"Ae. aegypti","EFD",4.88088481701516
22.9,"Ae. aegypti","EFD",4.88088481701515
23,"Ae. aegypti","EFD",4.88088481701518
23.1,"Ae. aegypti","EFD",4.88088481701516
23.2,"Ae. aegypti","EFD",4.88088481701518
23.3,"Ae. aegypti","EFD",4.88088481701516
23.4,"Ae. aegypti","EFD",4.88088481701515
23.5,"Ae. aegypti","EFD",4.88088481701516
23.6,"Ae. aegypti","EFD",4.88088481701517
23.7,"Ae. aegypti","EFD",4.88088481701517
23.8,"Ae. aegypti","EFD",4.88088481701515
23.9,"Ae. aegypti","EFD",4.88088481701516
24,"Ae. aegypti","EFD",4.88088481701517
24.1,"Ae. aegypti","EFD",4.88088481701515
24.2,"Ae. aegypti","EFD",4.88088481701516
24.3,"Ae. aegypti","EFD",4.88088481701516
24.4,"Ae. aegypti","EFD",4.88088481701516
24.5,"Ae. aegypti","EFD",4.88088481701517
24.6,"Ae. aegypti","EFD",4.88088481701516
24.7,"Ae. aegypti","EFD",4.88088481701516
24.8,"Ae. aegypti","EFD",4.88088481701515
24.9,"Ae. aegypti","EFD",4.88088481701515
25,"Ae. aegypti","EFD",4.88088481701517
25.1,"Ae. aegypti","EFD",4.88088481701516
25.2,"Ae. aegypti","EFD",4.88088481701517
25.3,"Ae. aegypti","EFD",4.88088481701516
25.4,"Ae. aegypti","EFD",4.88088481701515
25.5,"Ae. aegypti","EFD",4.88088481701515
25.6,"Ae. aegypti","EFD",4.88088481701515
25.7,"Ae. aegypti","EFD",4.88088481701514
25.8,"Ae. aegypti","EFD",4.88088481701515
25.9,"Ae. aegypti","EFD",4.88088481701517
26,"Ae. aegypti","EFD",4.88088481701516
26.1,"Ae. aegypti","EFD",4.88088481701515
26.2,"Ae. aegypti","EFD",4.88088481701515
26.3,"Ae. aegypti","EFD",4.88088481701514
26.4,"Ae. aegypti","EFD",4.8808848170152
26.5,"Ae. aegypti","EFD",4.88088481701516
26.6,"Ae. aegypti","EFD",4.88088481701516
26.7,"Ae. aegypti","EFD",4.88088481701514
26.8,"Ae. aegypti","EFD",4.88088481701515
26.9,"Ae. aegypti","EFD",4.88088481701515
27,"Ae. aegypti","EFD",4.88088481701518
27.1,"Ae. aegypti","EFD",4.88088481701516
27.2,"Ae. aegypti","EFD",4.88088481701515
27.3,"Ae. aegypti","EFD",4.88088481701516
27.4,"Ae. aegypti","EFD",4.88088481701516
27.5,"Ae. aegypti","EFD",4.88088481701514
27.6,"Ae. aegypti","EFD",4.88088481701515
27.7,"Ae. aegypti","EFD",4.88088481701516
27.8,"Ae. aegypti","EFD",4.88088481701517
27.9,"Ae. aegypti","EFD",4.88088481701515
28,"Ae. aegypti","EFD",4.88088481701516
28.1,"Ae. aegypti","EFD",4.88088481701516
28.2,"Ae. aegypti","EFD",4.88088481701516
28.3,"Ae. aegypti","EFD",4.88088481701515
28.4,"Ae. aegypti","EFD",4.88088481701516
28.5,"Ae. aegypti","EFD",4.88088481701517
28.6,"Ae. aegypti","EFD",4.88088481701518
28.7,"Ae. aegypti","EFD",4.88088481701517
28.8,"Ae. aegypti","EFD",4.88088481701516
28.9,"Ae. aegypti","EFD",4.88088481701514
29,"Ae. aegypti","EFD",4.88088481701516
29.1,"Ae. aegypti","EFD",4.88088481701516
29.2,"Ae. aegypti","EFD",4.88088481701516
29.3,"Ae. aegypti","EFD",4.88088481701517
29.4,"Ae. aegypti","EFD",4.88088481701516
29.5,"Ae. aegypti","EFD",4.88088481701515
29.6,"Ae. aegypti","EFD",4.88088481701517
29.7,"Ae. aegypti","EFD",4.88088481701516
29.8,"Ae. aegypti","EFD",4.88088481701516
29.9,"Ae. aegypti","EFD",4.88088481701516
30,"Ae. aegypti","EFD",4.88088481701516
30.1,"Ae. aegypti","EFD",4.88088481701515
30.2,"Ae. aegypti","EFD",4.88088481701515
30.3,"Ae. aegypti","EFD",4.88088481701515
30.4,"Ae. aegypti","EFD",4.88088481701515
30.5,"Ae. aegypti","EFD",4.88088481701516
30.6,"Ae. aegypti","EFD",4.88088481701517
30.7,"Ae. aegypti","EFD",4.88088481701515
30.8,"Ae. aegypti","EFD",4.88088481701514
30.9,"Ae. aegypti","EFD",4.88088481701517
31,"Ae. aegypti","EFD",4.88088481701518
31.1,"Ae. aegypti","EFD",4.88088481701515
31.2,"Ae. aegypti","EFD",4.88088481701517
31.3,"Ae. aegypti","EFD",4.88088481701516
31.4,"Ae. aegypti","EFD",4.88088481701515
31.5,"Ae. aegypti","EFD",4.88088481701516
31.6,"Ae. aegypti","EFD",4.88088481701516
31.7,"Ae. aegypti","EFD",4.88088481701516
31.8,"Ae. aegypti","EFD",4.88088481701515
31.9,"Ae. aegypti","EFD",4.88088481701516
32,"Ae. aegypti","EFD",4.88088481701518
32.1,"Ae. aegypti","EFD",4.88088481701517
32.2,"Ae. aegypti","EFD",4.88088481701515
32.3,"Ae. aegypti","EFD",4.88088481701514
32.4,"Ae. aegypti","EFD",4.88088481701516
32.5,"Ae. aegypti","EFD",4.88088481701516
32.6,"Ae. aegypti","EFD",4.88088481701518
32.7,"Ae. aegypti","EFD",4.88088481701516
32.8,"Ae. aegypti","EFD",4.88088481701516
32.9,"Ae. aegypti","EFD",4.88088481701515
33,"Ae. aegypti","EFD",4.88088481701517
33.1,"Ae. aegypti","EFD",4.88088481701516
33.2,"Ae. aegypti","EFD",4.88088481701515
33.3,"Ae. aegypti","EFD",4.88088481701517
33.4,"Ae. aegypti","EFD",4.88088481701517
33.5,"Ae. aegypti","EFD",4.88088481701516
33.6,"Ae. aegypti","EFD",4.88088481701516
33.7,"Ae. aegypti","EFD",4.88088481701516
33.8,"Ae. aegypti","EFD",4.88088481701515
33.9,"Ae. aegypti","EFD",4.88088481701516
34,"Ae. aegypti","EFD",4.88088481701517
34.1,"Ae. aegypti","EFD",4.88088481701515
34.2,"Ae. aegypti","EFD",4.88088481701518
34.3,"Ae. aegypti","EFD",4.88088481701517
34.4,"Ae. aegypti","EFD",4.88088481701515
34.5,"Ae. aegypti","EFD",4.88088481701515
34.6,"Ae. aegypti","EFD",4.88088481701516
17.1,"Ae. aegypti","pEA",4.88088481701517
17.2,"Ae. aegypti","pEA",4.88088481701516
17.3,"Ae. aegypti","pEA",4.88088481701516
17.4,"Ae. aegypti","pEA",4.88088481701516
17.5,"Ae. aegypti","pEA",4.88088481701516
17.6,"Ae. aegypti","pEA",4.88088481701517
17.7,"Ae. aegypti","pEA",4.88088481701517
17.8,"Ae. aegypti","pEA",4.88088481701514
17.9,"Ae. aegypti","pEA",4.88088481701516
18,"Ae. aegypti","pEA",4.88088481701514
18.1,"Ae. aegypti","pEA",4.88088481701515
18.2,"Ae. aegypti","pEA",4.88088481701516
18.3,"Ae. aegypti","pEA",4.88088481701515
18.4,"Ae. aegypti","pEA",4.88088481701515
18.5,"Ae. aegypti","pEA",4.88088481701516
18.6,"Ae. aegypti","pEA",4.88088481701514
18.7,"Ae. aegypti","pEA",4.88088481701515
18.8,"Ae. aegypti","pEA",4.88088481701515
18.9,"Ae. aegypti","pEA",4.88088481701515
19,"Ae. aegypti","pEA",4.88088481701515
19.1,"Ae. aegypti","pEA",4.88088481701517
19.2,"Ae. aegypti","pEA",4.88088481701515
19.3,"Ae. aegypti","pEA",4.88088481701516
19.4,"Ae. aegypti","pEA",4.88088481701516
19.5,"Ae. aegypti","pEA",4.88088481701516
19.6,"Ae. aegypti","pEA",4.88088481701517
19.7,"Ae. aegypti","pEA",4.88088481701517
19.8,"Ae. aegypti","pEA",4.88088481701516
19.9,"Ae. aegypti","pEA",4.88088481701516
20,"Ae. aegypti","pEA",4.88088481701516
20.1,"Ae. aegypti","pEA",4.88088481701516
20.2,"Ae. aegypti","pEA",4.88088481701516
20.3,"Ae. aegypti","pEA",4.88088481701516
20.4,"Ae. aegypti","pEA",4.88088481701515
20.5,"Ae. aegypti","pEA",4.88088481701514
20.6,"Ae. aegypti","pEA",4.88088481701516
20.7,"Ae. aegypti","pEA",4.88088481701517
20.8,"Ae. aegypti","pEA",4.88088481701516
20.9,"Ae. aegypti","pEA",4.88088481701518
21,"Ae. aegypti","pEA",4.88088481701517
21.1,"Ae. aegypti","pEA",4.88088481701517
21.2,"Ae. aegypti","pEA",4.88088481701516
21.3,"Ae. aegypti","pEA",4.88088481701517
21.4,"Ae. aegypti","pEA",4.88088481701516
21.5,"Ae. aegypti","pEA",4.88088481701515
21.6,"Ae. aegypti","pEA",4.88088481701516
21.7,"Ae. aegypti","pEA",4.88088481701515
21.8,"Ae. aegypti","pEA",4.88088481701515
21.9,"Ae. aegypti","pEA",4.88088481701515
22,"Ae. aegypti","pEA",4.88088481701515
22.1,"Ae. aegypti","pEA",4.88088481701515
22.2,"Ae. aegypti","pEA",4.88088481701515
22.3,"Ae. aegypti","pEA",4.88088481701517
22.4,"Ae. aegypti","pEA",4.88088481701515
22.5,"Ae. aegypti","pEA",4.88088481701516
22.6,"Ae. aegypti","pEA",4.88088481701517
22.7,"Ae. aegypti","pEA",4.88088481701515
22.8,"Ae. aegypti","pEA",4.88088481701518
22.9,"Ae. aegypti","pEA",4.88088481701516
23,"Ae. aegypti","pEA",4.88088481701515
23.1,"Ae. aegypti","pEA",4.88088481701516
23.2,"Ae. aegypti","pEA",4.88088481701518
23.3,"Ae. aegypti","pEA",4.88088481701516
23.4,"Ae. aegypti","pEA",4.88088481701515
23.5,"Ae. aegypti","pEA",4.88088481701516
23.6,"Ae. aegypti","pEA",4.88088481701517
23.7,"Ae. aegypti","pEA",4.88088481701517
23.8,"Ae. aegypti","pEA",4.88088481701515
23.9,"Ae. aegypti","pEA",4.88088481701515
24,"Ae. aegypti","pEA",4.88088481701517
24.1,"Ae. aegypti","pEA",4.88088481701515
24.2,"Ae. aegypti","pEA",4.88088481701516
24.3,"Ae. aegypti","pEA",4.88088481701516
24.4,"Ae. aegypti","pEA",4.88088481701516
24.5,"Ae. aegypti","pEA",4.88088481701516
24.6,"Ae. aegypti","pEA",4.88088481701516
24.7,"Ae. aegypti","pEA",4.88088481701516
24.8,"Ae. aegypti","pEA",4.88088481701515
24.9,"Ae. aegypti","pEA",4.88088481701515
25,"Ae. aegypti","pEA",4.88088481701515
25.1,"Ae. aegypti","pEA",4.88088481701516
25.2,"Ae. aegypti","pEA",4.88088481701517
25.3,"Ae. aegypti","pEA",4.88088481701516
25.4,"Ae. aegypti","pEA",4.88088481701517
25.5,"Ae. aegypti","pEA",4.88088481701515
25.6,"Ae. aegypti","pEA",4.88088481701515
25.7,"Ae. aegypti","pEA",4.88088481701514
25.8,"Ae. aegypti","pEA",4.88088481701515
25.9,"Ae. aegypti","pEA",4.88088481701517
26,"Ae. aegypti","pEA",4.88088481701516
26.1,"Ae. aegypti","pEA",4.88088481701515
26.2,"Ae. aegypti","pEA",4.88088481701513
26.3,"Ae. aegypti","pEA",4.88088481701514
26.4,"Ae. aegypti","pEA",4.88088481701518
26.5,"Ae. aegypti","pEA",4.88088481701516
26.6,"Ae. aegypti","pEA",4.88088481701516
26.7,"Ae. aegypti","pEA",4.88088481701514
26.8,"Ae. aegypti","pEA",4.88088481701517
26.9,"Ae. aegypti","pEA",4.88088481701515
27,"Ae. aegypti","pEA",4.88088481701517
27.1,"Ae. aegypti","pEA",4.88088481701516
27.2,"Ae. aegypti","pEA",4.88088481701515
27.3,"Ae. aegypti","pEA",4.88088481701516
27.4,"Ae. aegypti","pEA",4.88088481701516
27.5,"Ae. aegypti","pEA",4.88088481701514
27.6,"Ae. aegypti","pEA",4.88088481701515
27.7,"Ae. aegypti","pEA",4.88088481701516
