"temp","species","parameter","percent_change_R0"
27.8,"Ae. aegypti","pEA",4.88088481701517
27.9,"Ae. aegypti","pEA",4.88088481701515
28,"Ae. aegypti","pEA",4.88088481701516
28.1,"Ae. aegypti","pEA",4.88088481701516
28.2,"Ae. aegypti","pEA",4.88088481701515
28.3,"Ae. aegypti","pEA",4.88088481701515
28.4,"Ae. aegypti","pEA",4.88088481701516
28.5,"Ae. aegypti","pEA",4.88088481701517
28.6,"Ae. aegypti","pEA",4.88088481701516
28.7,"Ae. aegypti","pEA",4.88088481701516
28.8,"Ae. aegypti","pEA",4.88088481701516
28.9,"Ae. aegypti","pEA",4.88088481701516
29,"Ae. aegypti","pEA",4.88088481701516
29.1,"Ae. aegypti","pEA",4.88088481701516
29.2,"Ae. aegypti","pEA",4.88088481701516
29.3,"Ae. aegypti","pEA",4.88088481701517
29.4,"Ae. aegypti","pEA",4.88088481701516
29.5,"Ae. aegypti","pEA",4.88088481701516
29.6,"Ae. aegypti","pEA",4.88088481701517
29.7,"Ae. aegypti","pEA",4.88088481701516
29.8,"Ae. aegypti","pEA",4.88088481701516
29.9,"Ae. aegypti","pEA",4.88088481701516
30,"Ae. aegypti","pEA",4.88088481701516
30.1,"Ae. aegypti","pEA",4.88088481701515
30.2,"Ae. aegypti","pEA",4.88088481701515
30.3,"Ae. aegypti","pEA",4.88088481701517
30.4,"Ae. aegypti","pEA",4.88088481701516
30.5,"Ae. aegypti","pEA",4.88088481701516
30.6,"Ae. aegypti","pEA",4.88088481701517
30.7,"Ae. aegypti","pEA",4.88088481701515
30.8,"Ae. aegypti","pEA",4.88088481701515
30.9,"Ae. aegypti","pEA",4.88088481701517
31,"Ae. aegypti","pEA",4.88088481701518
31.1,"Ae. aegypti","pEA",4.88088481701515
31.2,"Ae. aegypti","pEA",4.88088481701517
31.3,"Ae. aegypti","pEA",4.88088481701516
31.4,"Ae. aegypti","pEA",4.88088481701515
31.5,"Ae. aegypti","pEA",4.88088481701516
31.6,"Ae. aegypti","pEA",4.88088481701515
31.7,"Ae. aegypti","pEA",4.88088481701516
31.8,"Ae. aegypti","pEA",4.88088481701517
31.9,"Ae. aegypti","pEA",4.88088481701516
32,"Ae. aegypti","pEA",4.88088481701518
32.1,"Ae. aegypti","pEA",4.88088481701515
32.2,"Ae. aegypti","pEA",4.88088481701515
32.3,"Ae. aegypti","pEA",4.88088481701516
32.4,"Ae. aegypti","pEA",4.88088481701516
32.5,"Ae. aegypti","pEA",4.88088481701517
32.6,"Ae. aegypti","pEA",4.88088481701518
32.7,"Ae. aegypti","pEA",4.88088481701516
32.8,"Ae. aegypti","pEA",4.88088481701516
32.9,"Ae. aegypti","pEA",4.88088481701517
33,"Ae. aegypti","pEA",4.88088481701517
33.1,"Ae. aegypti","pEA",4.88088481701516
33.2,"Ae. aegypti","pEA",4.88088481701515
33.3,"Ae. aegypti","pEA",4.88088481701515
33.4,"Ae. aegypti","pEA",4.88088481701517
33.5,"Ae. aegypti","pEA",4.88088481701516
33.6,"Ae. aegypti","pEA",4.88088481701516
33.7,"Ae. aegypti","pEA",4.88088481701516
33.8,"Ae. aegypti","pEA",4.88088481701515
33.9,"Ae. aegypti","pEA",4.88088481701515
34,"Ae. aegypti","pEA",4.88088481701517
34.1,"Ae. aegypti","pEA",4.88088481701515
34.2,"Ae. aegypti","pEA",4.88088481701518
34.3,"Ae. aegypti","pEA",4.88088481701517
34.4,"Ae. aegypti","pEA",4.88088481701515
34.5,"Ae. aegypti","pEA",4.88088481701515
34.6,"Ae. aegypti","pEA",4.88088481701516
17.1,"Ae. aegypti","MDR",4.88088481701517
17.2,"Ae. aegypti","MDR",4.88088481701516
17.3,"Ae. aegypti","MDR",4.88088481701516
17.4,"Ae. aegypti","MDR",4.88088481701516
17.5,"Ae. aegypti","MDR",4.88088481701516
17.6,"Ae. aegypti","MDR",4.88088481701517
17.7,"Ae. aegypti","MDR",4.88088481701515
17.8,"Ae. aegypti","MDR",4.88088481701514
17.9,"Ae. aegypti","MDR",4.88088481701516
18,"Ae. aegypti","MDR",4.88088481701516
18.1,"Ae. aegypti","MDR",4.88088481701516
18.2,"Ae. aegypti","MDR",4.88088481701516
18.3,"Ae. aegypti","MDR",4.88088481701515
18.4,"Ae. aegypti","MDR",4.88088481701515
18.5,"Ae. aegypti","MDR",4.88088481701516
18.6,"Ae. aegypti","MDR",4.88088481701514
18.7,"Ae. aegypti","MDR",4.88088481701516
18.8,"Ae. aegypti","MDR",4.88088481701517
18.9,"Ae. aegypti","MDR",4.88088481701515
19,"Ae. aegypti","MDR",4.88088481701515
19.1,"Ae. aegypti","MDR",4.88088481701517
19.2,"Ae. aegypti","MDR",4.88088481701516
19.3,"Ae. aegypti","MDR",4.88088481701516
19.4,"Ae. aegypti","MDR",4.88088481701516
19.5,"Ae. aegypti","MDR",4.88088481701516
19.6,"Ae. aegypti","MDR",4.88088481701517
19.7,"Ae. aegypti","MDR",4.88088481701517
19.8,"Ae. aegypti","MDR",4.88088481701516
19.9,"Ae. aegypti","MDR",4.88088481701516
20,"Ae. aegypti","MDR",4.88088481701516
20.1,"Ae. aegypti","MDR",4.88088481701516
20.2,"Ae. aegypti","MDR",4.88088481701516
20.3,"Ae. aegypti","MDR",4.88088481701516
20.4,"Ae. aegypti","MDR",4.88088481701515
20.5,"Ae. aegypti","MDR",4.88088481701517
20.6,"Ae. aegypti","MDR",4.88088481701516
20.7,"Ae. aegypti","MDR",4.88088481701517
20.8,"Ae. aegypti","MDR",4.88088481701518
20.9,"Ae. aegypti","MDR",4.88088481701518
21,"Ae. aegypti","MDR",4.88088481701517
21.1,"Ae. aegypti","MDR",4.88088481701517
21.2,"Ae. aegypti","MDR",4.88088481701516
21.3,"Ae. aegypti","MDR",4.88088481701517
21.4,"Ae. aegypti","MDR",4.88088481701516
21.5,"Ae. aegypti","MDR",4.88088481701517
21.6,"Ae. aegypti","MDR",4.88088481701514
21.7,"Ae. aegypti","MDR",4.88088481701515
21.8,"Ae. aegypti","MDR",4.88088481701518
21.9,"Ae. aegypti","MDR",4.88088481701515
22,"Ae. aegypti","MDR",4.88088481701515
22.1,"Ae. aegypti","MDR",4.88088481701517
22.2,"Ae. aegypti","MDR",4.88088481701515
22.3,"Ae. aegypti","MDR",4.88088481701517
22.4,"Ae. aegypti","MDR",4.88088481701517
22.5,"Ae. aegypti","MDR",4.88088481701516
22.6,"Ae. aegypti","MDR",4.88088481701516
22.7,"Ae. aegypti","MDR",4.88088481701517
22.8,"Ae. aegypti","MDR",4.88088481701516
22.9,"Ae. aegypti","MDR",4.88088481701516
23,"Ae. aegypti","MDR",4.88088481701515
23.1,"Ae. aegypti","MDR",4.88088481701516
23.2,"Ae. aegypti","MDR",4.88088481701518
23.3,"Ae. aegypti","MDR",4.88088481701516
23.4,"Ae. aegypti","MDR",4.88088481701515
23.5,"Ae. aegypti","MDR",4.88088481701514
23.6,"Ae. aegypti","MDR",4.88088481701517
23.7,"Ae. aegypti","MDR",4.88088481701517
23.8,"Ae. aegypti","MDR",4.88088481701515
23.9,"Ae. aegypti","MDR",4.88088481701516
24,"Ae. aegypti","MDR",4.88088481701517
24.1,"Ae. aegypti","MDR",4.88088481701515
24.2,"Ae. aegypti","MDR",4.88088481701516
24.3,"Ae. aegypti","MDR",4.88088481701516
24.4,"Ae. aegypti","MDR",4.88088481701516
24.5,"Ae. aegypti","MDR",4.88088481701516
24.6,"Ae. aegypti","MDR",4.88088481701516
24.7,"Ae. aegypti","MDR",4.88088481701516
24.8,"Ae. aegypti","MDR",4.88088481701515
24.9,"Ae. aegypti","MDR",4.88088481701515
25,"Ae. aegypti","MDR",4.88088481701517
25.1,"Ae. aegypti","MDR",4.88088481701515
25.2,"Ae. aegypti","MDR",4.88088481701517
25.3,"Ae. aegypti","MDR",4.88088481701516
25.4,"Ae. aegypti","MDR",4.88088481701515
25.5,"Ae. aegypti","MDR",4.88088481701517
25.6,"Ae. aegypti","MDR",4.88088481701517
25.7,"Ae. aegypti","MDR",4.88088481701516
25.8,"Ae. aegypti","MDR",4.88088481701515
25.9,"Ae. aegypti","MDR",4.88088481701517
26,"Ae. aegypti","MDR",4.88088481701516
26.1,"Ae. aegypti","MDR",4.88088481701517
26.2,"Ae. aegypti","MDR",4.88088481701513
26.3,"Ae. aegypti","MDR",4.88088481701516
26.4,"Ae. aegypti","MDR",4.88088481701518
26.5,"Ae. aegypti","MDR",4.88088481701516
26.6,"Ae. aegypti","MDR",4.88088481701516
26.7,"Ae. aegypti","MDR",4.88088481701516
26.8,"Ae. aegypti","MDR",4.88088481701515
26.9,"Ae. aegypti","MDR",4.88088481701515
27,"Ae. aegypti","MDR",4.88088481701517
27.1,"Ae. aegypti","MDR",4.88088481701516
27.2,"Ae. aegypti","MDR",4.88088481701515
27.3,"Ae. aegypti","MDR",4.88088481701516
27.4,"Ae. aegypti","MDR",4.88088481701516
27.5,"Ae. aegypti","MDR",4.88088481701514
27.6,"Ae. aegypti","MDR",4.88088481701515
27.7,"Ae. aegypti","MDR",4.88088481701516
27.8,"Ae. aegypti","MDR",4.88088481701517
27.9,"Ae. aegypti","MDR",4.88088481701515
28,"Ae. aegypti","MDR",4.88088481701516
28.1,"Ae. aegypti","MDR",4.88088481701516
28.2,"Ae. aegypti","MDR",4.88088481701515
28.3,"Ae. aegypti","MDR",4.88088481701516
28.4,"Ae. aegypti","MDR",4.88088481701514
28.5,"Ae. aegypti","MDR",4.88088481701517
28.6,"Ae. aegypti","MDR",4.88088481701516
28.7,"Ae. aegypti","MDR",4.88088481701517
28.8,"Ae. aegypti","MDR",4.88088481701516
28.9,"Ae. aegypti","MDR",4.88088481701514
29,"Ae. aegypti","MDR",4.88088481701516
29.1,"Ae. aegypti","MDR",4.88088481701516
29.2,"Ae. aegypti","MDR",4.88088481701516
29.3,"Ae. aegypti","MDR",4.88088481701515
29.4,"Ae. aegypti","MDR",4.88088481701516
29.5,"Ae. aegypti","MDR",4.88088481701515
29.6,"Ae. aegypti","MDR",4.88088481701516
29.7,"Ae. aegypti","MDR",4.88088481701517
29.8,"Ae. aegypti","MDR",4.88088481701516
29.9,"Ae. aegypti","MDR",4.88088481701516
30,"Ae. aegypti","MDR",4.88088481701516
30.1,"Ae. aegypti","MDR",4.88088481701517
30.2,"Ae. aegypti","MDR",4.88088481701515
30.3,"Ae. aegypti","MDR",4.88088481701515
30.4,"Ae. aegypti","MDR",4.88088481701515
30.5,"Ae. aegypti","MDR",4.88088481701516
30.6,"Ae. aegypti","MDR",4.88088481701517
30.7,"Ae. aegypti","MDR",4.88088481701515
30.8,"Ae. aegypti","MDR",4.88088481701515
30.9,"Ae. aegypti","MDR",4.88088481701515
31,"Ae. aegypti","MDR",4.88088481701516
31.1,"Ae. aegypti","MDR",4.88088481701515
31.2,"Ae. aegypti","MDR",4.88088481701517
31.3,"Ae. aegypti","MDR",4.88088481701514
31.4,"Ae. aegypti","MDR",4.88088481701515
31.5,"Ae. aegypti","MDR",4.88088481701516
31.6,"Ae. aegypti","MDR",4.88088481701515
31.7,"Ae. aegypti","MDR",4.88088481701516
31.8,"Ae. aegypti","MDR",4.88088481701517
31.9,"Ae. aegypti","MDR",4.88088481701516
32,"Ae. aegypti","MDR",4.88088481701518
32.1,"Ae. aegypti","MDR",4.88088481701515
32.2,"Ae. aegypti","MDR",4.88088481701515
32.3,"Ae. aegypti","MDR",4.88088481701516
32.4,"Ae. aegypti","MDR",4.88088481701516
32.5,"Ae. aegypti","MDR",4.88088481701517
32.6,"Ae. aegypti","MDR",4.88088481701518
32.7,"Ae. aegypti","MDR",4.88088481701516
32.8,"Ae. aegypti","MDR",4.88088481701516
32.9,"Ae. aegypti","MDR",4.88088481701515
33,"Ae. aegypti","MDR",4.88088481701517
33.1,"Ae. aegypti","MDR",4.88088481701516
33.2,"Ae. aegypti","MDR",4.88088481701517
33.3,"Ae. aegypti","MDR",4.88088481701517
33.4,"Ae. aegypti","MDR",4.88088481701515
33.5,"Ae. aegypti","MDR",4.88088481701516
33.6,"Ae. aegypti","MDR",4.88088481701516
33.7,"Ae. aegypti","MDR",4.88088481701516
33.8,"Ae. aegypti","MDR",4.88088481701515
33.9,"Ae. aegypti","MDR",4.88088481701516
34,"Ae. aegypti","MDR",4.88088481701517
34.1,"Ae. aegypti","MDR",4.88088481701515
34.2,"Ae. aegypti","MDR",4.88088481701516
34.3,"Ae. aegypti","MDR",4.88088481701517
34.4,"Ae. aegypti","MDR",4.88088481701515
34.5,"Ae. aegypti","MDR",4.88088481701515
34.6,"Ae. aegypti","MDR",4.88088481701516
15.9,"Ae. albopictus","a",10
16,"Ae. albopictus","a",9.99999999999999
16.1,"Ae. albopictus","a",10
16.2,"Ae. albopictus","a",10
16.3,"Ae. albopictus","a",10
16.4,"Ae. albopictus","a",10
16.5,"Ae. albopictus","a",10
16.6,"Ae. albopictus","a",10
16.7,"Ae. albopictus","a",10
16.8,"Ae. albopictus","a",10
16.9,"Ae. albopictus","a",10
17,"Ae. albopictus","a",10
17.1,"Ae. albopictus","a",10
17.2,"Ae. albopictus","a",9.99999999999998
17.3,"Ae. albopictus","a",10
17.4,"Ae. albopictus","a",10
17.5,"Ae. albopictus","a",10
17.6,"Ae. albopictus","a",10
17.7,"Ae. albopictus","a",10
17.8,"Ae. albopictus","a",10
17.9,"Ae. albopictus","a",10
18,"Ae. albopictus","a",10
18.1,"Ae. albopictus","a",10
18.2,"Ae. albopictus","a",10
18.3,"Ae. albopictus","a",10
18.4,"Ae. albopictus","a",10
18.5,"Ae. albopictus","a",10
18.6,"Ae. albopictus","a",10
18.7,"Ae. albopictus","a",10
18.8,"Ae. albopictus","a",10
18.9,"Ae. albopictus","a",10
19,"Ae. albopictus","a",10
19.1,"Ae. albopictus","a",9.99999999999999
19.2,"Ae. albopictus","a",10
19.3,"Ae. albopictus","a",10
19.4,"Ae. albopictus","a",9.99999999999999
19.5,"Ae. albopictus","a",9.99999999999999
19.6,"Ae. albopictus","a",10
19.7,"Ae. albopictus","a",10
19.8,"Ae. albopictus","a",9.99999999999999
19.9,"Ae. albopictus","a",10
20,"Ae. albopictus","a",10
20.1,"Ae. albopictus","a",10
20.2,"Ae. albopictus","a",10
20.3,"Ae. albopictus","a",10
20.4,"Ae. albopictus","a",10
20.5,"Ae. albopictus","a",10
20.6,"Ae. albopictus","a",10
20.7,"Ae. albopictus","a",10
20.8,"Ae. albopictus","a",10
20.9,"Ae. albopictus","a",10
21,"Ae. albopictus","a",10
21.1,"Ae. albopictus","a",10
21.2,"Ae. albopictus","a",10
21.3,"Ae. albopictus","a",10
21.4,"Ae. albopictus","a",10
21.5,"Ae. albopictus","a",9.99999999999999
21.6,"Ae. albopictus","a",10.0000000000001
21.7,"Ae. albopictus","a",9.99999999999999
21.8,"Ae. albopictus","a",10
21.9,"Ae. albopictus","a",10
22,"Ae. albopictus","a",10
22.1,"Ae. albopictus","a",10
22.2,"Ae. albopictus","a",9.99999999999999
22.3,"Ae. albopictus","a",9.99999999999998
22.4,"Ae. albopictus","a",9.99999999999999
22.5,"Ae. albopictus","a",9.99999999999999
22.6,"Ae. albopictus","a",10
22.7,"Ae. albopictus","a",10
22.8,"Ae. albopictus","a",10
22.9,"Ae. albopictus","a",10
23,"Ae. albopictus","a",10
23.1,"Ae. albopictus","a",10
23.2,"Ae. albopictus","a",10
23.3,"Ae. albopictus","a",9.99999999999999
23.4,"Ae. albopictus","a",10
23.5,"Ae. albopictus","a",10
23.6,"Ae. albopictus","a",10
23.7,"Ae. albopictus","a",10
23.8,"Ae. albopictus","a",10
23.9,"Ae. albopictus","a",10
24,"Ae. albopictus","a",10
24.1,"Ae. albopictus","a",10
24.2,"Ae. albopictus","a",10
24.3,"Ae. albopictus","a",10
24.4,"Ae. albopictus","a",10
24.5,"Ae. albopictus","a",10
24.6,"Ae. albopictus","a",10
24.7,"Ae. albopictus","a",10
24.8,"Ae. albopictus","a",10
24.9,"Ae. albopictus","a",10
25,"Ae. albopictus","a",9.99999999999999
25.1,"Ae. albopictus","a",10
25.2,"Ae. albopictus","a",10
25.3,"Ae. albopictus","a",10
25.4,"Ae. albopictus","a",9.99999999999997
25.5,"Ae. albopictus","a",10
25.6,"Ae. albopictus","a",10
25.7,"Ae. albopictus","a",10
25.8,"Ae. albopictus","a",10
25.9,"Ae. albopictus","a",10
26,"Ae. albopictus","a",10
26.1,"Ae. albopictus","a",10
26.2,"Ae. albopictus","a",9.99999999999999
26.3,"Ae. albopictus","a",10
26.4,"Ae. albopictus","a",10
26.5,"Ae. albopictus","a",10
26.6,"Ae. albopictus","a",10
26.7,"Ae. albopictus","a",10
26.8,"Ae. albopictus","a",9.99999999999999
26.9,"Ae. albopictus","a",9.99999999999999
27,"Ae. albopictus","a",10
27.1,"Ae. albopictus","a",10
27.2,"Ae. albopictus","a",10
27.3,"Ae. albopictus","a",10
27.4,"Ae. albopictus","a",9.99999999999999
27.5,"Ae. albopictus","a",10
27.6,"Ae. albopictus","a",10
27.7,"Ae. albopictus","a",10
27.8,"Ae. albopictus","a",10
27.9,"Ae. albopictus","a",10
28,"Ae. albopictus","a",10
28.1,"Ae. albopictus","a",10
28.2,"Ae. albopictus","a",10
28.3,"Ae. albopictus","a",10
28.4,"Ae. albopictus","a",9.99999999999999
28.5,"Ae. albopictus","a",10
28.6,"Ae. albopictus","a",10
28.7,"Ae. albopictus","a",10
28.8,"Ae. albopictus","a",10
28.9,"Ae. albopictus","a",10
29,"Ae. albopictus","a",10
29.1,"Ae. albopictus","a",10
29.2,"Ae. albopictus","a",10
29.3,"Ae. albopictus","a",10
29.4,"Ae. albopictus","a",10
29.5,"Ae. albopictus","a",10
29.6,"Ae. albopictus","a",10
29.7,"Ae. albopictus","a",10
29.8,"Ae. albopictus","a",10
29.9,"Ae. albopictus","a",10
30,"Ae. albopictus","a",10
30.1,"Ae. albopictus","a",10
30.2,"Ae. albopictus","a",10
30.3,"Ae. albopictus","a",10
30.4,"Ae. albopictus","a",10
30.5,"Ae. albopictus","a",10
30.6,"Ae. albopictus","a",10
30.7,"Ae. albopictus","a",10
30.8,"Ae. albopictus","a",9.99999999999998
30.9,"Ae. albopictus","a",9.99999999999999
31,"Ae. albopictus","a",10
31.1,"Ae. albopictus","a",9.99999999999999
31.2,"Ae. albopictus","a",10
31.3,"Ae. albopictus","a",10
31.4,"Ae. albopictus","a",9.99999999999999
31.5,"Ae. albopictus","a",10
15.9,"Ae. albopictus","b",4.88088481701518
16,"Ae. albopictus","b",4.88088481701514
16.1,"Ae. albopictus","b",4.88088481701517
16.2,"Ae. albopictus","b",4.88088481701516
16.3,"Ae. albopictus","b",4.88088481701517
16.4,"Ae. albopictus","b",4.88088481701514
16.5,"Ae. albopictus","b",4.88088481701516
16.6,"Ae. albopictus","b",4.88088481701517
16.7,"Ae. albopictus","b",4.88088481701517
16.8,"Ae. albopictus","b",4.88088481701516
16.9,"Ae. albopictus","b",4.88088481701517
17,"Ae. albopictus","b",4.88088481701515
17.1,"Ae. albopictus","b",4.88088481701518
17.2,"Ae. albopictus","b",4.88088481701514
17.3,"Ae. albopictus","b",4.88088481701517
17.4,"Ae. albopictus","b",4.88088481701515
17.5,"Ae. albopictus","b",4.88088481701516
17.6,"Ae. albopictus","b",4.88088481701516
17.7,"Ae. albopictus","b",4.88088481701515
17.8,"Ae. albopictus","b",4.88088481701514
17.9,"Ae. albopictus","b",4.88088481701516
18,"Ae. albopictus","b",4.88088481701517
18.1,"Ae. albopictus","b",4.88088481701517
18.2,"Ae. albopictus","b",4.88088481701516
18.3,"Ae. albopictus","b",4.88088481701515
18.4,"Ae. albopictus","b",4.88088481701516
18.5,"Ae. albopictus","b",4.88088481701517
18.6,"Ae. albopictus","b",4.88088481701518
18.7,"Ae. albopictus","b",4.88088481701516
18.8,"Ae. albopictus","b",4.88088481701517
18.9,"Ae. albopictus","b",4.88088481701517
19,"Ae. albopictus","b",4.88088481701516
19.1,"Ae. albopictus","b",4.88088481701514
19.2,"Ae. albopictus","b",4.88088481701516
19.3,"Ae. albopictus","b",4.88088481701517
19.4,"Ae. albopictus","b",4.88088481701514
19.5,"Ae. albopictus","b",4.88088481701514
19.6,"Ae. albopictus","b",4.88088481701514
19.7,"Ae. albopictus","b",4.88088481701516
19.8,"Ae. albopictus","b",4.88088481701516
19.9,"Ae. albopictus","b",4.88088481701516
20,"Ae. albopictus","b",4.88088481701516
20.1,"Ae. albopictus","b",4.88088481701515
20.2,"Ae. albopictus","b",4.88088481701515
20.3,"Ae. albopictus","b",4.88088481701516
20.4,"Ae. albopictus","b",4.8808848170152
20.5,"Ae. albopictus","b",4.88088481701515
20.6,"Ae. albopictus","b",4.88088481701514
20.7,"Ae. albopictus","b",4.88088481701516
20.8,"Ae. albopictus","b",4.88088481701517
20.9,"Ae. albopictus","b",4.88088481701517
21,"Ae. albopictus","b",4.88088481701517
21.1,"Ae. albopictus","b",4.88088481701515
21.2,"Ae. albopictus","b",4.88088481701515
21.3,"Ae. albopictus","b",4.88088481701516
21.4,"Ae. albopictus","b",4.88088481701516
21.5,"Ae. albopictus","b",4.88088481701516
21.6,"Ae. albopictus","b",4.88088481701516
21.7,"Ae. albopictus","b",4.88088481701515
21.8,"Ae. albopictus","b",4.88088481701515
21.9,"Ae. albopictus","b",4.88088481701515
22,"Ae. albopictus","b",4.88088481701516
22.1,"Ae. albopictus","b",4.88088481701514
22.2,"Ae. albopictus","b",4.88088481701516
22.3,"Ae. albopictus","b",4.88088481701513
22.4,"Ae. albopictus","b",4.88088481701516
22.5,"Ae. albopictus","b",4.88088481701514
22.6,"Ae. albopictus","b",4.88088481701515
22.7,"Ae. albopictus","b",4.88088481701515
22.8,"Ae. albopictus","b",4.88088481701514
22.9,"Ae. albopictus","b",4.88088481701516
23,"Ae. albopictus","b",4.88088481701516
23.1,"Ae. albopictus","b",4.88088481701514
23.2,"Ae. albopictus","b",4.88088481701517
23.3,"Ae. albopictus","b",4.88088481701515
23.4,"Ae. albopictus","b",4.88088481701517
23.5,"Ae. albopictus","b",4.88088481701515
23.6,"Ae. albopictus","b",4.88088481701516
23.7,"Ae. albopictus","b",4.88088481701515
23.8,"Ae. albopictus","b",4.88088481701515
23.9,"Ae. albopictus","b",4.88088481701516
24,"Ae. albopictus","b",4.88088481701517
24.1,"Ae. albopictus","b",4.88088481701517
24.2,"Ae. albopictus","b",4.88088481701518
24.3,"Ae. albopictus","b",4.88088481701515
24.4,"Ae. albopictus","b",4.88088481701516
24.5,"Ae. albopictus","b",4.88088481701516
24.6,"Ae. albopictus","b",4.88088481701516
24.7,"Ae. albopictus","b",4.88088481701517
24.8,"Ae. albopictus","b",4.88088481701516
24.9,"Ae. albopictus","b",4.88088481701517
25,"Ae. albopictus","b",4.88088481701515
25.1,"Ae. albopictus","b",4.88088481701518
25.2,"Ae. albopictus","b",4.88088481701517
25.3,"Ae. albopictus","b",4.88088481701516
25.4,"Ae. albopictus","b",4.88088481701515
25.5,"Ae. albopictus","b",4.88088481701514
25.6,"Ae. albopictus","b",4.88088481701515
25.7,"Ae. albopictus","b",4.88088481701517
25.8,"Ae. albopictus","b",4.88088481701516
25.9,"Ae. albopictus","b",4.88088481701517
26,"Ae. albopictus","b",4.88088481701516
26.1,"Ae. albopictus","b",4.88088481701516
26.2,"Ae. albopictus","b",4.88088481701516
26.3,"Ae. albopictus","b",4.88088481701514
26.4,"Ae. albopictus","b",4.88088481701516
26.5,"Ae. albopictus","b",4.88088481701514
26.6,"Ae. albopictus","b",4.88088481701515
26.7,"Ae. albopictus","b",4.88088481701516
26.8,"Ae. albopictus","b",4.88088481701516
26.9,"Ae. albopictus","b",4.88088481701515
27,"Ae. albopictus","b",4.88088481701517
27.1,"Ae. albopictus","b",4.88088481701517
27.2,"Ae. albopictus","b",4.88088481701516
27.3,"Ae. albopictus","b",4.88088481701515
27.4,"Ae. albopictus","b",4.88088481701516
27.5,"Ae. albopictus","b",4.88088481701516
27.6,"Ae. albopictus","b",4.88088481701515
27.7,"Ae. albopictus","b",4.88088481701517
27.8,"Ae. albopictus","b",4.88088481701516
27.9,"Ae. albopictus","b",4.88088481701514
28,"Ae. albopictus","b",4.88088481701517
28.1,"Ae. albopictus","b",4.88088481701517
28.2,"Ae. albopictus","b",4.88088481701514
28.3,"Ae. albopictus","b",4.88088481701517
28.4,"Ae. albopictus","b",4.88088481701515
28.5,"Ae. albopictus","b",4.88088481701517
28.6,"Ae. albopictus","b",4.88088481701516
28.7,"Ae. albopictus","b",4.88088481701514
28.8,"Ae. albopictus","b",4.88088481701516
28.9,"Ae. albopictus","b",4.88088481701515
29,"Ae. albopictus","b",4.88088481701517
29.1,"Ae. albopictus","b",4.88088481701516
29.2,"Ae. albopictus","b",4.88088481701514
29.3,"Ae. albopictus","b",4.88088481701516
29.4,"Ae. albopictus","b",4.88088481701515
29.5,"Ae. albopictus","b",4.88088481701517
29.6,"Ae. albopictus","b",4.88088481701517
29.7,"Ae. albopictus","b",4.88088481701518
29.8,"Ae. albopictus","b",4.88088481701515
29.9,"Ae. albopictus","b",4.88088481701517
30,"Ae. albopictus","b",4.88088481701516
30.1,"Ae. albopictus","b",4.88088481701516
30.2,"Ae. albopictus","b",4.88088481701517
30.3,"Ae. albopictus","b",4.88088481701515
30.4,"Ae. albopictus","b",4.88088481701515
30.5,"Ae. albopictus","b",4.88088481701517
30.6,"Ae. albopictus","b",4.88088481701516
30.7,"Ae. albopictus","b",4.88088481701516
30.8,"Ae. albopictus","b",4.88088481701515
30.9,"Ae. albopictus","b",4.88088481701516
31,"Ae. albopictus","b",4.88088481701517
31.1,"Ae. albopictus","b",4.88088481701515
31.2,"Ae. albopictus","b",4.88088481701516
31.3,"Ae. albopictus","b",4.88088481701516
31.4,"Ae. albopictus","b",4.88088481701514
31.5,"Ae. albopictus","b",4.88088481701517
15.9,"Ae. albopictus","c",4.88088481701518
16,"Ae. albopictus","c",4.88088481701516
16.1,"Ae. albopictus","c",4.88088481701519
16.2,"Ae. albopictus","c",4.88088481701515
16.3,"Ae. albopictus","c",4.88088481701517
16.4,"Ae. albopictus","c",4.88088481701517
16.5,"Ae. albopictus","c",4.88088481701516
16.6,"Ae. albopictus","c",4.88088481701515
16.7,"Ae. albopictus","c",4.88088481701515
16.8,"Ae. albopictus","c",4.88088481701516
16.9,"Ae. albopictus","c",4.88088481701515
17,"Ae. albopictus","c",4.88088481701515
17.1,"Ae. albopictus","c",4.88088481701515
17.2,"Ae. albopictus","c",4.88088481701514
17.3,"Ae. albopictus","c",4.88088481701517
17.4,"Ae. albopictus","c",4.88088481701516
17.5,"Ae. albopictus","c",4.88088481701516
17.6,"Ae. albopictus","c",4.88088481701516
17.7,"Ae. albopictus","c",4.88088481701515
17.8,"Ae. albopictus","c",4.88088481701514
17.9,"Ae. albopictus","c",4.88088481701514
18,"Ae. albopictus","c",4.88088481701516
18.1,"Ae. albopictus","c",4.88088481701517
18.2,"Ae. albopictus","c",4.88088481701516
18.3,"Ae. albopictus","c",4.88088481701517
18.4,"Ae. albopictus","c",4.88088481701516
18.5,"Ae. albopictus","c",4.88088481701517
18.6,"Ae. albopictus","c",4.88088481701516
18.7,"Ae. albopictus","c",4.88088481701516
18.8,"Ae. albopictus","c",4.88088481701517
18.9,"Ae. albopictus","c",4.88088481701517
19,"Ae. albopictus","c",4.88088481701516
19.1,"Ae. albopictus","c",4.88088481701516
19.2,"Ae. albopictus","c",4.88088481701518
19.3,"Ae. albopictus","c",4.88088481701517
19.4,"Ae. albopictus","c",4.88088481701514
19.5,"Ae. albopictus","c",4.88088481701514
19.6,"Ae. albopictus","c",4.88088481701514
19.7,"Ae. albopictus","c",4.88088481701516
19.8,"Ae. albopictus","c",4.88088481701515
19.9,"Ae. albopictus","c",4.88088481701517
